year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url
2010,rs,Serbia,Milan Stanković,Ovo Je Balkan,13,1,8,7,13,72,5,79,110,37,,,Goran Bregović,Marina Tucaković,"Ej… Ljubice, Ljubice\nPraviš mi, Ljubice, zazubice\nEj… stisni me, kisni me\nLjubice, na grudi, pritisni me\n\nLjubiš me k'o balavica, nije te sram\nBeograd, Beograd, ja bezobrazan\nNe jednom, ne dvaput, tri puta me\nBeograd, Beograd, tri puta, po naški je\n\nBalkan, Balkan, Balkan, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\n\nEj… Ljubice, Ljubice\nGrudi ti, Ljubice, haubice\n\nLjubiš me k'o balavica, nije te sram\nBeograd, Beograd, ja bezobrazan\nNe jednom, ne dvaput, tri puta me\nBeograd, Beograd, tri puta, po naški je\n\nBalkan, Balkan, Balkan, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\nHop, hop, hop, ovo je Balkan, come on\n\nSamo malo, samo malo, samo malo, samo malo\nSamo malo, samo malo, samo malo, samo malo\nSamo malo, samo malo mu ga daj\n\nLjubiš me k'o balavica, nije te sram\nBeograd, Beograd, ja bezobrazan\nNe jednom, ne dvaput, tri puta me\nBeograd, Beograd, tri puta, po naški je",https://youtube.com/watch?v=TBwWB3kKd6o,
2010,il,Israel,Harel Skaat,Milim,14,2,24,3,14,71,8,71,27,134,,,Tomer Hadadi,Noam Horev,"Shuv ha'etsev kan, shuv hapachad kam\nVehasof nirkam bechaloni\nZgugit sduka veshuv shtika\nMuteshet uzruka bedimyoni\n\nHa'or nirdam, dma'ot shel dam\nSorfot li bagaron\nYadit sruta, tikra shmuta\nKshe'ani shar lach et hashir ha'acharon\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nKirot shotkim achshav\nUma lakacht kshebaracht?\nKen, ma lakacht?\nBamilchama hazot ulai nitsacht\nUma nish'ar li kshehalacht?\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nGam lakerach kar kshe'ani nizkar\nEch at hayom mulo\nMu'eret betsilo, nishberet bishvilo\nEt hamilim shehish'art li\nAt achshav omeret lo\n\nHish'art li rak milim, miklat ben hatslalim\nSfarim mesudarim uvein hachadarim\nHish'art li rak milim, zer shel man'ulim\nElohim, hish'art li rak milim\n\nHish'art li rak milim, zer shel man'ulim\nElohai, hish'art li rak milim",https://youtube.com/watch?v=OG7fBifcRLk,
2010,es,Spain,Daniel Diges,Algo Pequeñito,15,,2,,15,68,,,106,43,,,Jesús Cañadilla,,"Algo pequeñito, algo chiquitito\nUna rosa blanca, una caricia, un beso dulce y un perdón\nAlgo pequeñito, algo chiquitito\nUn gesto tierno, una mirada, un abrazo o una flor\n\nAlgo pequeñito, algo chiquitito\nUn simple te quiero, con dulzura, con cariño y con pasión\nEs lo que te pido amor, mi vida se derrumba, me partes el corazón\nTrata pronto de cambiar, el tiempo se termina ahora de verdad\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nCosas simples que ahora no me das\nQue te pido con locura si no quieres terminar\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nEn tus manos tienes la ocasión\nHoy decides si quererme o romperme el corazón\n\nAlgo pequeñito, algo muy bonito\nTu pelo al viento que se enreda entre mis manos al calor\nHas sabido comprender que las pequeñas cosas son las que hacen esto arder\nAhora trata de cambiar que el resto de las cosas ya se arreglarán\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nCosas simples que ahora si me das\nQue te quiero con locura y siempre yo te voy a amar\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nEn tus manos tienes la ocasión\nDecidiste tú quererme y no romperme el corazón\nY no romperme el corazón\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nCosas simples que ahora no me das\nQue te pido con locura si no quieres terminar\n\nAlgo pequeñito, whoa... algo chiquitito, whoa...\nEn tus manos tienes la ocasión\nHoy decides si quererme o romperme el corazón",https://youtube.com/watch?v=_Unb161ZI-s,
2010,al,Albania,Juliana Pasha,It's All About You,16,1,15,12,16,62,6,76,35,97,,,Ardit Gjebrea,Ardit Gjebrea;Pirro Çako,"You are the one, you give me that something I need\nIt's me, and I'm calling\nYou are the one, making it easy to be\nIn love with you I'm falling\n\nWe been down\nBut don't you know we been down here\nAnd I feel it, even now\nTime that we make a deal and seal it\n\nIt's all about you, the things that I do\nThe rest of the world don't understand me\nYou're all that I dream, everything that I need\n'Cause when you are gone, I feel so empty\n\nIt's all in the way you look at me\nYou're driving me crazy\nIt's all about you, all the things that I do\nYou are my life, 'cause you make it amazing\n\nI'm the one, who doesn't know how to say no\nTo you I'm so easy\nI'm the one, who's letting my ego just go\nFor you complete me\n\nWe've been down\nBut something tells me it's only getting better\nSo stick around, I wanna know what it feels like\nForever and ever\n\nIt's all about you, the things that I do\nThe rest of the world don't understand me\nYou're all that I dream, everything that I need\n'Cause when you are gone, I just feel empty\n\nIt's all in the way you look at me\nYou're driving me crazy\nIt's all about you, all the things that I do\nYou are my life 'cause you make it amazing\n\nI'm never alone with the loving you give me\nWherever I go, I'm hoping you miss me\nDon't wanna ever go back\nNever ever go back\nOh, baby you're my destiny, oh yeah\n\nIt's all about you, the things that I do\nThe rest of the world don't understand me\nYou're all that I dream, everything that I need\n'Cause when you are gone, I just feel empty\n\nIt's all in the way you look at me\nYou're driving me crazy\nIt's all about you, all the things that I do\nYou are my life, 'cause you make it amazing, oh yeah\n\nIt's all about you",https://youtube.com/watch?v=3ZLlQE8ICno,
2010,ba,Bosnia & Herzegovina,Vukašin Brajić,Thunder and Lightning,17,1,6,8,17,51,8,59,35,65,,,Edin-Dino Šaran,,"Say just one more word\nAnd you will make it end\nAnd I will leave this place\nOnly anger will remain\nAnd it doesn't seem to me\nWe're each other's better side\nThese days\n\nThis is the time to melt the ice\nOff our lips and off our hearts\nThunder and lightning holding hands\nLet's overcome the past\n\nThe drought is all around\nBut if we start breathing together\nWe can bring the rain down\nFor a dream, for a brand new day\nTo wash away our sins\nAnd carry them away\n\nThis is the time to melt the ice\nOff our lips and off our hearts\nThunder and lightning holding hands\nLet's overcome the past\nWe have to do it fast\n\nThis is the time (to melt the ice)\n(Off our lips and off our hearts) Off our hearts\n(Thunder and lightning holding hands)\nThunder and lightning\n(Let's overcome the past)\n(We have to do it fast)\n\nIn this crazy world\nIn this crazy world\nJust you and I\n\nSay just one more word\nAnd everything will end, everyone will leave",https://youtube.com/watch?v=wgPtHtmSFec,
2010,pt,Portugal,Filipa Azevedo,Há Dias Assim,18,1,23,14,18,43,4,89,24,69,,,Augusto Madureira,,Há dias assim\nQue nos deixam sós\nA alma vazia\nA mágoa na voz\n\nGastámos as mãos\nTanto as apertámos\nJá não há palavras\nFoi de tanto as calarmos\n\nHá uma canção\nQue não te cantei\nVersos por rimar\nPoemas que nunca inventei\n\nQuem nos pôs assim?\nA vida rasgada\nQuem te me levou?\nRoubou-me a alma\nMas de ti não sabe nada\n\nHá dias assim\nNão há que esconder\nRecear palavras\nAmar ou sofrer\n\nOcultar sentidos\nFingir que não há\nHá dias perdidos\nEntre cá e lá\n\nHá uma canção\nQue não te cantei\nVersos por rimar\nPoemas que nunca inventei\n\nQuem nos pôs assim?\nA vida rasgada\nQuem te me levou?\nRoubou-me a alma\nMas de ti não sabe nada\n\nSei que um dia saberás\nQue a vida é uma só\nNão volta atrás\n\nQuem nos pôs assim?\nA vida rasgada\nQuem te me levou\nRoubou-me a alma\nMas de ti não sabe nada,https://youtube.com/watch?v=_mTaVdnTMwo,
2010,is,Iceland,Hera Björk,Je Ne Sais Quoi,19,1,16,17,19,41,3,123,49,57,,,Hera Björk Þórhallsdóttir;Örlygur Smári,,"I am standing strong, I've overcome the sadness in my life\nNow I look up and see the brightest sky above me\nAnd it's reflecting in your eyes\n\nJe ne sais quoi, I know you have a special something\nJe ne sais quoi, oh, something I just can't explain\nAnd when I see your face, I wanna follow my emotions\nJe ne sais pas pourquoi\n\nWhen the clouds are gone the stars come out around us, shining\nAnd all that we see is the love, our hearts aligned together\nTell me, do you feel the same?\n\nJe ne sais quoi, I know you have a special something\nJe ne sais quoi, oh... something I just can't explain\nAnd when I see your face, I wanna follow my emotions\nJe ne sais pas pourquoi\n\nI just love this crazy feeling\nIt's like I've known you all my life\nJe ne sais quoi\n\nJe ne sais quoi, I know you have a special something\nJe ne sais quoi, oh... something I just can't explain\nAnd when I see your face, I wanna follow my emotions\nJe ne sais pas pourquoi",https://youtube.com/watch?v=8vM7XAM6fzo,
2010,no,Norway,Didrik Solli-Tangen,My Heart Is Yours,20,,3,,20,35,,,18,61,,,Fredrik Kempe;Hanne Margrethe Fredriksen Sørvaag,,"You are like a sunset behind a mountain somewhere\nAnd when I cannot see you, I know you're still there\n\nBecause my heart is yours, I'll never leave you\nThough we are far apart, I'm by your side\nMy love is never gone, I feel it rise again\nThrough it all, now my heart is yours\n\nYou say I am the moonlight, I watch you at night\nAnd when you cannot see me, I'm still there in the sky\n\nBecause my heart is yours, I'll never leave you\nThough we are far apart, I'm by your side\nMy love is never gone, I feel it rise again\nThrough it all, now my heart is yours\n\nBecause my heart is yours, I'll never leave you\nThough we are far apart, I'm by your side\nMy love is never gone, I feel it rise again\nThrough it all, now my heart is yours",https://youtube.com/watch?v=h3KlbuVZGJw,
2010,cy,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,21,2,5,14,21,27,10,67,16,57,,,Melis Konstantinou;Nasos Lambrianides,Nasos Lambrianides,"Time changes everything, even you and I have changed\nThe rain the winters bring has made us fade away\nI still remember everything, that old December, the fears, the cold\nI really wonder how you feel on these nights, all alone\n\nI hope someday you'll see me\nI hope someday you'll spot me in the crowd\nTake my hand and kiss me\nI hope someday you'll say my name out loud\n\n(Tell me) Tell me about your feelings, tell me about your stories\nLook into my eyes and come on closer, make me immortal with a kiss\n(Tell me) Tell me about your feelings, tell me about your stories\nWe know it's over, so tell me it's over and life will be better in spring\n\nTime changes everything, but this feeling, it still remains\nThe sweetness of the lips I kissed will always be the same\n\nI hope someday you'll see me\nI hope someday you'll spot me in the crowd\nSmile and say you miss me\nI hope someday you'll say my name out loud\n\n(Tell me) Tell me about your feelings, tell me about your stories\nLook into my eyes and come on closer, make me immortal with a kiss\n(Tell me) Tell me about your feelings, tell me about your stories\nWe know it's over, so tell me it's over and life will be better in spring\n\n(Tell me) Tell me about your feelings, tell me about your stories\nLook into my eyes and come on closer, make me immortal with a kiss\n(Tell me) Tell me about your feelings, tell me about your stories\nWe know it's over, so tell me it's over and life will be better in spring",https://youtube.com/watch?v=KVsue-XPY0s,
2010,md,Moldova,Sunstroke Project & Olia Tira,Run Away,22,1,4,1,22,27,10,52,28,33,,,Anton Ragoza;Sergey Stepanov,Alina Galetskaya,"Oh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nYou've lost one and all, so fly away\nOver the clouds, under the sky\nNever come back and run away\nWith all your might, give up you\n\nI don't believe anymore your shallow heart\nI know that it's you who chose to play this trick\nI'll never forgive you, not for anything\nAnd now you are left with nothing\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nThere's no other time to making happiness\nYou have mistaken\nWe have no progressive future\nI know your lying nature\n\nThere's no other time to making happiness\nYou have mistaken\nWe have no progressive future\nI know your lying nature\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life\n\nOh... forget, let me breathe, let me live\nJust run away from my mind\nOh... forgive, I don't need, I won't breathe\nJust get away from my life",https://youtube.com/watch?v=C-VMHOlCyW8,
2010,ie,Ireland,Niamh Kavanagh,It's For You,23,2,10,12,23,25,9,67,15,62,,,Jonas Gladnikoff;Lina Eriksson;Marten Eriksson;Niall Mooney,,"Look into these eyes, hold onto these hands, believe in this heartbeat\nThough you're afraid that I might break, just hold on\nShadows only haunt you when darkness crowds your heart\nSo let the light of my love shine bright\n\nWhen I cry, it's for the lonely\nWhen I pray, it's for the lost and stray\nWhen I love like there's no tomorrow\nNo more words to say, it's for you\n\nLook straight ahead, hold onto your dreams, believe in this magic\nOpen your eyes, open your mind and it's there\nShadows only haunt you when darkness crowds your heart\nSo let the light of my love shine bright\n\nWhen I cry, it's for the lonely\nWhen I pray, it's for the lost and stray\nWhen I love like there's no tomorrow\nNo more words to say...\n\nWhen shadows haunt you and darkness crowds your heart\nLet the light of my love shine bright\n\nWhen I cry, it's for the lonely\nWhen I pray, it's for the lost and stray\nWhen I love like there's no tomorrow\nNo more words to say, it's for you (It's for you)\nIt's for you",https://youtube.com/watch?v=HZnrupI_Mms,
2010,by,Belarus,3+2,Butterflies,24,1,9,16,24,18,9,59,18,22,,,Maxim Fadeev,Malka Chaplin,"I'm gonna tell you what 's inside my soul\nWe are so fragile, just like melting snow\nWe've got to come to see the beauty of love\nAnd imagine, and imagine, just imagine\n\nAnd we're like butterflies flying to the sun\nThe sun will never let us look inside\nI believe that this'll be opened up\nBut at the right time\nHeartfully just wait for it, it will come\n\nAnd even if you often were so wrong\nAnd you denied the miracle's possible\nBut you have got to see it anyway\nAnd imagine, and imagine, just imagine\n\nAnd we're like butterflies flying to the sun\nThe sun will never let us look inside\nI believe that this'll be opened up\nBut at the right time\nHeartfully just wait for it, it will come\n\nAnd we're like butterflies flying to the sun (The sun)\nThe sun will never let us look inside (Look inside, I believe)\nI believe that this'll be opened up\nBut at the right time\nHeartfully just wait for it\nAnd all the secrets will come, come out",https://youtube.com/watch?v=5e0FQkgnm4Q,
