person_a,person_a_role,person_b,person_b_role,year,country,performance_id
Sandra Bjurman,lyricists,Marie Nordmark Sjöström,backings,2017,AZ,2017-az
Sandra Bjurman,lyricists,Naila Mammadzadeh,stageDirector,2017,AZ,2017-az
Vitaliy Zagoruiko,dancers,Marie Nordmark Sjöström,backings,2017,AZ,2017-az
Vitaliy Zagoruiko,dancers,Naila Mammadzadeh,stageDirector,2017,AZ,2017-az
Marie Nordmark Sjöström,backings,Naila Mammadzadeh,stageDirector,2017,AZ,2017-az
Lucie Jones,artist,Lawrie Martin,writers,2017,GB,2017-gb
Lucie Jones,artist,Dan Shipton,stageDirector,2017,GB,2017-gb
Lawrie Martin,writers,Dan Shipton,stageDirector,2017,GB,2017-gb
Nathan Trent,artist,Nathan Trent,writers,2017,AT,2017-at
Nathan Trent,artist,Vincent Bueno,backings,2017,AT,2017-at
Nathan Trent,artist,Marvin Dietmann,stageDirector,2017,AT,2017-at
Nathan Trent,writers,Vincent Bueno,backings,2017,AT,2017-at
Nathan Trent,writers,Marvin Dietmann,stageDirector,2017,AT,2017-at
Vincent Bueno,backings,Marvin Dietmann,stageDirector,2017,AT,2017-at
Naviband,artist,Arciom Lukjanienka,writers,2017,BY,2017-by
Naviband,artist,Olga Rozaleon-Sashalskaya,backings,2017,BY,2017-by
Naviband,artist,Tatyana Ostroverkh,stageDirector,2017,BY,2017-by
Arciom Lukjanienka,writers,Olga Rozaleon-Sashalskaya,backings,2017,BY,2017-by
Arciom Lukjanienka,writers,Tatyana Ostroverkh,stageDirector,2017,BY,2017-by
Olga Rozaleon-Sashalskaya,backings,Tatyana Ostroverkh,stageDirector,2017,BY,2017-by
Artsvik,artist,Lilith Navasardyan,composers,2017,AM,2017-am
Artsvik,artist,David Tserunyan,lyricists,2017,AM,2017-am
Artsvik,artist,Viktoria Pogosyan,backings,2017,AM,2017-am
Artsvik,artist,Sacha Jean-Baptiste,stageDirector,2017,AM,2017-am
Artsvik,artist,Marlene Lindahl,dancers,2017,AM,2017-am
Lilith Navasardyan,composers,David Tserunyan,lyricists,2017,AM,2017-am
Lilith Navasardyan,composers,Viktoria Pogosyan,backings,2017,AM,2017-am
Lilith Navasardyan,composers,Sacha Jean-Baptiste,stageDirector,2017,AM,2017-am
Lilith Navasardyan,composers,Marlene Lindahl,dancers,2017,AM,2017-am
David Tserunyan,lyricists,Viktoria Pogosyan,backings,2017,AM,2017-am
David Tserunyan,lyricists,Sacha Jean-Baptiste,stageDirector,2017,AM,2017-am
David Tserunyan,lyricists,Marlene Lindahl,dancers,2017,AM,2017-am
Viktoria Pogosyan,backings,Sacha Jean-Baptiste,stageDirector,2017,AM,2017-am
Viktoria Pogosyan,backings,Marlene Lindahl,dancers,2017,AM,2017-am
Sacha Jean-Baptiste,stageDirector,Marlene Lindahl,dancers,2017,AM,2017-am
Demy,artist,Dimitris Kontopoulos,composers,2017,GR,2017-gr
Demy,artist,Romy Papadea,lyricists,2017,GR,2017-gr
Demy,artist,Paris Paraskevadis-Planets,backings,2017,GR,2017-gr
Demy,artist,Fokas Evangelinos,stageDirector,2017,GR,2017-gr
Demy,artist,Marcos Giakoumoglou,dancers,2017,GR,2017-gr
Dimitris Kontopoulos,composers,Romy Papadea,lyricists,2017,GR,2017-gr
Dimitris Kontopoulos,composers,Paris Paraskevadis-Planets,backings,2017,GR,2017-gr
Dimitris Kontopoulos,composers,Fokas Evangelinos,stageDirector,2017,GR,2017-gr
Dimitris Kontopoulos,composers,Marcos Giakoumoglou,dancers,2017,GR,2017-gr
Romy Papadea,lyricists,Paris Paraskevadis-Planets,backings,2017,GR,2017-gr
Romy Papadea,lyricists,Fokas Evangelinos,stageDirector,2017,GR,2017-gr
Romy Papadea,lyricists,Marcos Giakoumoglou,dancers,2017,GR,2017-gr
Paris Paraskevadis-Planets,backings,Fokas Evangelinos,stageDirector,2017,GR,2017-gr
Paris Paraskevadis-Planets,backings,Marcos Giakoumoglou,dancers,2017,GR,2017-gr
Fokas Evangelinos,stageDirector,Marcos Giakoumoglou,dancers,2017,GR,2017-gr
Anja,artist,Michael D'Arcy,writers,2017,DK,2017-dk
Anja,artist,Trille Palsgaard,backings,2017,DK,2017-dk
Michael D'Arcy,writers,Trille Palsgaard,backings,2017,DK,2017-dk
Hovig,artist,Lars Säfsund,backings,2017,CY,2017-cy
Hovig,artist,Thomas G:son,writers,2017,CY,2017-cy
Hovig,artist,Charis Savvas,stageDirector,2017,CY,2017-cy
Hovig,artist,Pavlos Lazarou,dancers,2017,CY,2017-cy
Lars Säfsund,backings,Thomas G:son,writers,2017,CY,2017-cy
Lars Säfsund,backings,Charis Savvas,stageDirector,2017,CY,2017-cy
Lars Säfsund,backings,Pavlos Lazarou,dancers,2017,CY,2017-cy
Thomas G:son,writers,Charis Savvas,stageDirector,2017,CY,2017-cy
Thomas G:son,writers,Pavlos Lazarou,dancers,2017,CY,2017-cy
Charis Savvas,stageDirector,Pavlos Lazarou,dancers,2017,CY,2017-cy
Kasia Moś,artist,Rickard Bonde Truumeel,writers,2017,PL,2017-pl
Kasia Moś,artist,Konrad Smuga,stageDirector,2017,PL,2017-pl
Rickard Bonde Truumeel,writers,Konrad Smuga,stageDirector,2017,PL,2017-pl
Imri Ziv,artist,Tomer Tenenboym,backings,2017,IL,2017-il
Imri Ziv,artist,Penn Hazut,writers,2017,IL,2017-il
Tomer Tenenboym,backings,Penn Hazut,writers,2017,IL,2017-il
O.Torvald,artist,Dasha Mineyeva,backings,2017,UA,2017-ua
O.Torvald,artist,Zhenia Galych,composers,2017,UA,2017-ua
O.Torvald,artist,Yevhen Kamenchuk,lyricists,2017,UA,2017-ua
Dasha Mineyeva,backings,Zhenia Galych,composers,2017,UA,2017-ua
Dasha Mineyeva,backings,Yevhen Kamenchuk,lyricists,2017,UA,2017-ua
Zhenia Galych,composers,Yevhen Kamenchuk,lyricists,2017,UA,2017-ua
Levina,artist,Louise Mills,backings,2017,DE,2017-de
Levina,artist,Lindy Robbins,writers,2017,DE,2017-de
Levina,artist,Marvin Dietmann,stageDirector,2017,DE,2017-de
Louise Mills,backings,Lindy Robbins,writers,2017,DE,2017-de
Louise Mills,backings,Marvin Dietmann,stageDirector,2017,DE,2017-de
Lindy Robbins,writers,Marvin Dietmann,stageDirector,2017,DE,2017-de
Manel Navarro,artist,Manel Navarro,writers,2017,ES,2017-es
Manel Navarro,artist,Álex González,backings,2017,ES,2017-es
Manel Navarro,artist,Hans Pannecoucke,stageDirector,2017,ES,2017-es
Manel Navarro,writers,Álex González,backings,2017,ES,2017-es
Manel Navarro,writers,Hans Pannecoucke,stageDirector,2017,ES,2017-es
Álex González,backings,Hans Pannecoucke,stageDirector,2017,ES,2017-es
Tamara Gachechiladze,artist,Natia Oqruashvili,backings,2017,GE,2017-ge
Tamara Gachechiladze,artist,Anri Jokhadze,composers,2017,GE,2017-ge
Tamara Gachechiladze,artist,Tamara Gachechiladze,lyricists,2017,GE,2017-ge
Tamara Gachechiladze,artist,Sacha Jean-Baptiste,stageDirector,2017,GE,2017-ge
Natia Oqruashvili,backings,Anri Jokhadze,composers,2017,GE,2017-ge
Natia Oqruashvili,backings,Tamara Gachechiladze,lyricists,2017,GE,2017-ge
Natia Oqruashvili,backings,Sacha Jean-Baptiste,stageDirector,2017,GE,2017-ge
Anri Jokhadze,composers,Tamara Gachechiladze,lyricists,2017,GE,2017-ge
Anri Jokhadze,composers,Sacha Jean-Baptiste,stageDirector,2017,GE,2017-ge
Tamara Gachechiladze,lyricists,Sacha Jean-Baptiste,stageDirector,2017,GE,2017-ge
Tijana Bogićević,artist,Sanja Bogosavljević,backings,2017,RS,2017-rs
Tijana Bogićević,artist,Lisa Desmond,writers,2017,RS,2017-rs
Tijana Bogićević,artist,Igor Basorović,stageDirector,2017,RS,2017-rs
Tijana Bogićević,artist,Boris Vidaković,dancers,2017,RS,2017-rs
Sanja Bogosavljević,backings,Lisa Desmond,writers,2017,RS,2017-rs
Sanja Bogosavljević,backings,Igor Basorović,stageDirector,2017,RS,2017-rs
Sanja Bogosavljević,backings,Boris Vidaković,dancers,2017,RS,2017-rs
Lisa Desmond,writers,Igor Basorović,stageDirector,2017,RS,2017-rs
Lisa Desmond,writers,Boris Vidaković,dancers,2017,RS,2017-rs
Igor Basorović,stageDirector,Boris Vidaković,dancers,2017,RS,2017-rs
Timebelle,artist,Tanja Dankner,backings,2017,CH,2017-ch
Timebelle,artist,Nicolas Günthardt,writers,2017,CH,2017-ch
Timebelle,artist,Nicoline Refsing,stageDirector,2017,CH,2017-ch
Tanja Dankner,backings,Nicolas Günthardt,writers,2017,CH,2017-ch
Tanja Dankner,backings,Nicoline Refsing,stageDirector,2017,CH,2017-ch
Nicolas Günthardt,writers,Nicoline Refsing,stageDirector,2017,CH,2017-ch
Norma John,artist,Leena Tirronen,writers,2017,FI,2017-fi
Norma John,artist,Reija Wäre,stageDirector,2017,FI,2017-fi
Leena Tirronen,writers,Reija Wäre,stageDirector,2017,FI,2017-fi
Brendan Murray,artist,Shane McDaid,backings,2017,IE,2017-ie
Brendan Murray,artist,Nicoline Refsing,stageDirector,2017,IE,2017-ie
Brendan Murray,artist,Jörgen Elofsson,writers,2017,IE,2017-ie
Shane McDaid,backings,Nicoline Refsing,stageDirector,2017,IE,2017-ie
Shane McDaid,backings,Jörgen Elofsson,writers,2017,IE,2017-ie
Nicoline Refsing,stageDirector,Jörgen Elofsson,writers,2017,IE,2017-ie
Koit Toome & Laura,artist,Sven Lõhmus,writers,2017,EE,2017-ee
Koit Toome & Laura,artist,Rolf Roosalu,backings,2017,EE,2017-ee
Sven Lõhmus,writers,Rolf Roosalu,backings,2017,EE,2017-ee
Martina Bárta,artist,Veronika Vitová,backings,2017,CZ,2017-cz
Martina Bárta,artist,Pete Barringer,writers,2017,CZ,2017-cz
Martina Bárta,artist,Jan Potměšil,stageDirector,2017,CZ,2017-cz
Veronika Vitová,backings,Pete Barringer,writers,2017,CZ,2017-cz
Veronika Vitová,backings,Jan Potměšil,stageDirector,2017,CZ,2017-cz
Pete Barringer,writers,Jan Potměšil,stageDirector,2017,CZ,2017-cz
Lindita,artist,Klodian Qafoku,composers,2017,AL,2017-al
Lindita,artist,Lindita Halimi,lyricists,2017,AL,2017-al
Lindita,artist,Greta Radovani,backings,2017,AL,2017-al
Lindita,artist,Kleidi Eski,stageDirector,2017,AL,2017-al
Klodian Qafoku,composers,Lindita Halimi,lyricists,2017,AL,2017-al
Klodian Qafoku,composers,Greta Radovani,backings,2017,AL,2017-al
Klodian Qafoku,composers,Kleidi Eski,stageDirector,2017,AL,2017-al
Lindita Halimi,lyricists,Greta Radovani,backings,2017,AL,2017-al
Lindita Halimi,lyricists,Kleidi Eski,stageDirector,2017,AL,2017-al
Greta Radovani,backings,Kleidi Eski,stageDirector,2017,AL,2017-al
Jana Burčeska,artist,Joacim Persson,writers,2017,MK,2017-mk
Jana Burčeska,artist,Valentina Dimitrova,backings,2017,MK,2017-mk
Jana Burčeska,artist,Ambra Succi,stageDirector,2017,MK,2017-mk
Joacim Persson,writers,Valentina Dimitrova,backings,2017,MK,2017-mk
Joacim Persson,writers,Ambra Succi,stageDirector,2017,MK,2017-mk
Valentina Dimitrova,backings,Ambra Succi,stageDirector,2017,MK,2017-mk
Svala,artist,Svala Björgvinsdóttir,composers,2017,IS,2017-is
Svala,artist,Svala Björgvinsdóttir,lyricists,2017,IS,2017-is
Svala,artist,Óskar Einarsson,backings,2017,IS,2017-is
Svala,artist,Einar Egilsson,stageDirector,2017,IS,2017-is
Svala Björgvinsdóttir,composers,Svala Björgvinsdóttir,lyricists,2017,IS,2017-is
Svala Björgvinsdóttir,composers,Óskar Einarsson,backings,2017,IS,2017-is
Svala Björgvinsdóttir,composers,Einar Egilsson,stageDirector,2017,IS,2017-is
Svala Björgvinsdóttir,lyricists,Óskar Einarsson,backings,2017,IS,2017-is
Svala Björgvinsdóttir,lyricists,Einar Egilsson,stageDirector,2017,IS,2017-is
Óskar Einarsson,backings,Einar Egilsson,stageDirector,2017,IS,2017-is
Slavko Kalezić,artist,Oliver Katić,backings,2017,ME,2017-me
Slavko Kalezić,artist,Momčilo Zeković Zeko,composers,2017,ME,2017-me
Slavko Kalezić,artist,Momčilo Zeković Zeko,lyricists,2017,ME,2017-me
Slavko Kalezić,artist,Dejan Milićević,stageDirector,2017,ME,2017-me
Oliver Katić,backings,Momčilo Zeković Zeko,composers,2017,ME,2017-me
Oliver Katić,backings,Momčilo Zeković Zeko,lyricists,2017,ME,2017-me
Oliver Katić,backings,Dejan Milićević,stageDirector,2017,ME,2017-me
Momčilo Zeković Zeko,composers,Momčilo Zeković Zeko,lyricists,2017,ME,2017-me
Momčilo Zeković Zeko,composers,Dejan Milićević,stageDirector,2017,ME,2017-me
Momčilo Zeković Zeko,lyricists,Dejan Milićević,stageDirector,2017,ME,2017-me
Claudia Faniello,artist,Jeannette Marchewka,backings,2017,MT,2017-mt
Claudia Faniello,artist,Sean Vella,composers,2017,MT,2017-mt
Claudia Faniello,artist,Gerard James Borg,lyricists,2017,MT,2017-mt
Claudia Faniello,artist,Gordon Bonello,stageDirector,2017,MT,2017-mt
Jeannette Marchewka,backings,Sean Vella,composers,2017,MT,2017-mt
Jeannette Marchewka,backings,Gerard James Borg,lyricists,2017,MT,2017-mt
Jeannette Marchewka,backings,Gordon Bonello,stageDirector,2017,MT,2017-mt
Sean Vella,composers,Gerard James Borg,lyricists,2017,MT,2017-mt
Sean Vella,composers,Gordon Bonello,stageDirector,2017,MT,2017-mt
Gerard James Borg,lyricists,Gordon Bonello,stageDirector,2017,MT,2017-mt
Fusedmarc,artist,Vaiva Adomaitytė,backings,2017,LT,2017-lt
Fusedmarc,artist,Michail Levin,composers,2017,LT,2017-lt
Fusedmarc,artist,Michail Levin,lyricists,2017,LT,2017-lt
Fusedmarc,artist,Povilas Varvuolis,stageDirector,2017,LT,2017-lt
Vaiva Adomaitytė,backings,Michail Levin,composers,2017,LT,2017-lt
Vaiva Adomaitytė,backings,Michail Levin,lyricists,2017,LT,2017-lt
Vaiva Adomaitytė,backings,Povilas Varvuolis,stageDirector,2017,LT,2017-lt
Michail Levin,composers,Michail Levin,lyricists,2017,LT,2017-lt
Michail Levin,composers,Povilas Varvuolis,stageDirector,2017,LT,2017-lt
Michail Levin,lyricists,Povilas Varvuolis,stageDirector,2017,LT,2017-lt
Omar Naber,artist,Omar Naber,writers,2017,SI,2017-si
Omar Naber,artist,Nejc Levstik,stageDirector,2017,SI,2017-si
Omar Naber,writers,Nejc Levstik,stageDirector,2017,SI,2017-si
Triana Park,artist,Katrīna Anna Vīgante,backings,2017,LV,2017-lv
Triana Park,artist,Kristians Rakovskis,composers,2017,LV,2017-lv
Triana Park,artist,Agnese Rakovska,lyricists,2017,LV,2017-lv
Katrīna Anna Vīgante,backings,Kristians Rakovskis,composers,2017,LV,2017-lv
Katrīna Anna Vīgante,backings,Agnese Rakovska,lyricists,2017,LV,2017-lv
Kristians Rakovskis,composers,Agnese Rakovska,lyricists,2017,LV,2017-lv
Valentina Monetta & Jimmie Wilson,artist,Meredith Murray Mezzullo,backings,2017,SM,2017-sm
Valentina Monetta & Jimmie Wilson,artist,Ralph Siegel,composers,2017,SM,2017-sm
Valentina Monetta & Jimmie Wilson,artist,Steven Barnacle,lyricists,2017,SM,2017-sm
Meredith Murray Mezzullo,backings,Ralph Siegel,composers,2017,SM,2017-sm
Meredith Murray Mezzullo,backings,Steven Barnacle,lyricists,2017,SM,2017-sm
Ralph Siegel,composers,Steven Barnacle,lyricists,2017,SM,2017-sm
Netta,artist,Stav Beger,composers,2018,IL,2018-il
Netta,artist,Stav Beger,lyricists,2018,IL,2018-il
Netta,artist,Maayan Bukris,backings,2018,IL,2018-il
Netta,artist,Shayna Heidi,dancers,2018,IL,2018-il
Netta,artist,Doron Medalie,stageDirector,2018,IL,2018-il
Stav Beger,composers,Stav Beger,lyricists,2018,IL,2018-il
Stav Beger,composers,Maayan Bukris,backings,2018,IL,2018-il
Stav Beger,composers,Shayna Heidi,dancers,2018,IL,2018-il
Stav Beger,composers,Doron Medalie,stageDirector,2018,IL,2018-il
Stav Beger,lyricists,Maayan Bukris,backings,2018,IL,2018-il
Stav Beger,lyricists,Shayna Heidi,dancers,2018,IL,2018-il
Stav Beger,lyricists,Doron Medalie,stageDirector,2018,IL,2018-il
Maayan Bukris,backings,Shayna Heidi,dancers,2018,IL,2018-il
Maayan Bukris,backings,Doron Medalie,stageDirector,2018,IL,2018-il
Shayna Heidi,dancers,Doron Medalie,stageDirector,2018,IL,2018-il
Eleni Foureira,artist,Viktor Svensson,composers,2018,CY,2018-cy
Eleni Foureira,artist,Viktor Svensson,lyricists,2018,CY,2018-cy
Eleni Foureira,artist,Teddy Sky,backings,2018,CY,2018-cy
Eleni Foureira,artist,Sacha Jean-Baptiste,stageDirector,2018,CY,2018-cy
Eleni Foureira,artist,Marlene Lindahl,dancers,2018,CY,2018-cy
Viktor Svensson,composers,Viktor Svensson,lyricists,2018,CY,2018-cy
Viktor Svensson,composers,Teddy Sky,backings,2018,CY,2018-cy
Viktor Svensson,composers,Sacha Jean-Baptiste,stageDirector,2018,CY,2018-cy
Viktor Svensson,composers,Marlene Lindahl,dancers,2018,CY,2018-cy
Viktor Svensson,lyricists,Teddy Sky,backings,2018,CY,2018-cy
Viktor Svensson,lyricists,Sacha Jean-Baptiste,stageDirector,2018,CY,2018-cy
Viktor Svensson,lyricists,Marlene Lindahl,dancers,2018,CY,2018-cy
Teddy Sky,backings,Sacha Jean-Baptiste,stageDirector,2018,CY,2018-cy
Teddy Sky,backings,Marlene Lindahl,dancers,2018,CY,2018-cy
Sacha Jean-Baptiste,stageDirector,Marlene Lindahl,dancers,2018,CY,2018-cy
Cesár Sampson,artist,Sebastian Arman,writers,2018,AT,2018-at
Cesár Sampson,artist,Sunay Balkan,backings,2018,AT,2018-at
Cesár Sampson,artist,Marvin Dietmann,stageDirector,2018,AT,2018-at
Sebastian Arman,writers,Sunay Balkan,backings,2018,AT,2018-at
Sebastian Arman,writers,Marvin Dietmann,stageDirector,2018,AT,2018-at
Sunay Balkan,backings,Marvin Dietmann,stageDirector,2018,AT,2018-at
Michael Schulte,artist,Thomas Stengaard,writers,2018,DE,2018-de
Ermal Meta & Fabrizio Moro,artist,Fabrizio Moro,writers,2018,IT,2018-it
Ermal Meta & Fabrizio Moro,artist,Roberto Maccaroni,backings,2018,IT,2018-it
Fabrizio Moro,writers,Roberto Maccaroni,backings,2018,IT,2018-it
Mikolas Josef,artist,Pamela Koky,backings,2018,CZ,2018-cz
Mikolas Josef,artist,Mikolas Josef,writers,2018,CZ,2018-cz
Mikolas Josef,artist,Jan Potměšil,stageDirector,2018,CZ,2018-cz
Mikolas Josef,artist,Marek Mensa,dancers,2018,CZ,2018-cz
Pamela Koky,backings,Mikolas Josef,writers,2018,CZ,2018-cz
Pamela Koky,backings,Jan Potměšil,stageDirector,2018,CZ,2018-cz
Pamela Koky,backings,Marek Mensa,dancers,2018,CZ,2018-cz
Mikolas Josef,writers,Jan Potměšil,stageDirector,2018,CZ,2018-cz
Mikolas Josef,writers,Marek Mensa,dancers,2018,CZ,2018-cz
Jan Potměšil,stageDirector,Marek Mensa,dancers,2018,CZ,2018-cz
Benjamin Ingrosso,artist,MAG,writers,2018,SE,2018-se
Benjamin Ingrosso,artist,Stran Çetin,backings,2018,SE,2018-se
Benjamin Ingrosso,artist,"Dennis Bröchner, Zain Odelstål",stageDirector,2018,SE,2018-se
MAG,writers,Stran Çetin,backings,2018,SE,2018-se
MAG,writers,"Dennis Bröchner, Zain Odelstål",stageDirector,2018,SE,2018-se
Stran Çetin,backings,"Dennis Bröchner, Zain Odelstål",stageDirector,2018,SE,2018-se
Elina Nechayeva,artist,Timo Vendt,composers,2018,EE,2018-ee
Elina Nechayeva,artist,Ksenia Kuchukova,lyricists,2018,EE,2018-ee
Elina Nechayeva,artist,Timo Vendt,backings,2018,EE,2018-ee
Elina Nechayeva,artist,"Filip Adamo, Rennie Mirro",stageDirector,2018,EE,2018-ee
Timo Vendt,composers,Ksenia Kuchukova,lyricists,2018,EE,2018-ee
Timo Vendt,composers,Timo Vendt,backings,2018,EE,2018-ee
Timo Vendt,composers,"Filip Adamo, Rennie Mirro",stageDirector,2018,EE,2018-ee
Ksenia Kuchukova,lyricists,Timo Vendt,backings,2018,EE,2018-ee
Ksenia Kuchukova,lyricists,"Filip Adamo, Rennie Mirro",stageDirector,2018,EE,2018-ee
Timo Vendt,backings,"Filip Adamo, Rennie Mirro",stageDirector,2018,EE,2018-ee
Rasmussen,artist,Niclas Arn,writers,2018,DK,2018-dk
Rasmussen,artist,Anders Ørsager,backings,2018,DK,2018-dk
Rasmussen,artist,Mads Enggaard,stageDirector,2018,DK,2018-dk
Niclas Arn,writers,Anders Ørsager,backings,2018,DK,2018-dk
Niclas Arn,writers,Mads Enggaard,stageDirector,2018,DK,2018-dk
Anders Ørsager,backings,Mads Enggaard,stageDirector,2018,DK,2018-dk
DoReDos,artist,Philipp Kirkorov,composers,2018,MD,2018-md
DoReDos,artist,John Ballard,lyricists,2018,MD,2018-md
DoReDos,artist,Sara Linnea Larsson,backings,2018,MD,2018-md
DoReDos,artist,Fokas Evangelinos,stageDirector,2018,MD,2018-md
Philipp Kirkorov,composers,John Ballard,lyricists,2018,MD,2018-md
Philipp Kirkorov,composers,Sara Linnea Larsson,backings,2018,MD,2018-md
Philipp Kirkorov,composers,Fokas Evangelinos,stageDirector,2018,MD,2018-md
John Ballard,lyricists,Sara Linnea Larsson,backings,2018,MD,2018-md
John Ballard,lyricists,Fokas Evangelinos,stageDirector,2018,MD,2018-md
Sara Linnea Larsson,backings,Fokas Evangelinos,stageDirector,2018,MD,2018-md
Eugent Bushpepa,artist,Eugent Bushpepa,composers,2018,AL,2018-al
Eugent Bushpepa,artist,Greta Radovani,backings,2018,AL,2018-al
Eugent Bushpepa,composers,Greta Radovani,backings,2018,AL,2018-al
Ieva Zasimauskaitė,artist,Vytautas Bikus,writers,2018,LT,2018-lt
Ieva Zasimauskaitė,artist,Akmėja Bru,backings,2018,LT,2018-lt
Ieva Zasimauskaitė,artist,Povilas Varvuolis,stageDirector,2018,LT,2018-lt
Vytautas Bikus,writers,Akmėja Bru,backings,2018,LT,2018-lt
Vytautas Bikus,writers,Povilas Varvuolis,stageDirector,2018,LT,2018-lt
Akmėja Bru,backings,Povilas Varvuolis,stageDirector,2018,LT,2018-lt
Madame Monsieur,artist,Jean-Karl Lucas,writers,2018,FR,2018-fr
Madame Monsieur,artist,Noée,backings,2018,FR,2018-fr
Madame Monsieur,artist,Stéphane Jarny,stageDirector,2018,FR,2018-fr
Jean-Karl Lucas,writers,Noée,backings,2018,FR,2018-fr
Jean-Karl Lucas,writers,Stéphane Jarny,stageDirector,2018,FR,2018-fr
Noée,backings,Stéphane Jarny,stageDirector,2018,FR,2018-fr
Equinox,artist,Joacim Persson,writers,2018,BG,2018-bg
Equinox,artist,Maria Georgieva,backings,2018,BG,2018-bg
Equinox,artist,Sacha Jean-Baptiste,stageDirector,2018,BG,2018-bg
Joacim Persson,writers,Maria Georgieva,backings,2018,BG,2018-bg
Joacim Persson,writers,Sacha Jean-Baptiste,stageDirector,2018,BG,2018-bg
Maria Georgieva,backings,Sacha Jean-Baptiste,stageDirector,2018,BG,2018-bg
Alexander Rybak,artist,Alexander Rybak,writers,2018,NO,2018-no
Alexander Rybak,artist,Lisa Børud,backings,2018,NO,2018-no
Alexander Rybak,artist,Mattias Carlsson,stageDirector,2018,NO,2018-no
Alexander Rybak,writers,Lisa Børud,backings,2018,NO,2018-no
Alexander Rybak,writers,Mattias Carlsson,stageDirector,2018,NO,2018-no
Lisa Børud,backings,Mattias Carlsson,stageDirector,2018,NO,2018-no
Ryan O'Shaughnessy,artist,Ryan O'Shaughnessy,writers,2018,IE,2018-ie
Ryan O'Shaughnessy,artist,Remy Anna Naidoo,backings,2018,IE,2018-ie
Ryan O'Shaughnessy,artist,Ciarán Connolly,stageDirector,2018,IE,2018-ie
Ryan O'Shaughnessy,artist,Kevin O'Dwyer,dancers,2018,IE,2018-ie
Ryan O'Shaughnessy,writers,Remy Anna Naidoo,backings,2018,IE,2018-ie
Ryan O'Shaughnessy,writers,Ciarán Connolly,stageDirector,2018,IE,2018-ie
Ryan O'Shaughnessy,writers,Kevin O'Dwyer,dancers,2018,IE,2018-ie
Remy Anna Naidoo,backings,Ciarán Connolly,stageDirector,2018,IE,2018-ie
Remy Anna Naidoo,backings,Kevin O'Dwyer,dancers,2018,IE,2018-ie
